# Entities lacking both identifiers and family relationships
qid,english_label,english_description,has_p39_no_identifiers,has_p39_no_relatives
Q2168,AJAK Balakāshva,,No,No
Q21682,Jin He Ye Ju,,No,No
Q21683,Mao Li De He Wan,,No,No
Q21688,Mōri Yoshimoto,,No,No
Q2169,Vatsavyuha Arukshay,,No,No
Q21690,Mao Li Ping Ji,,No,No
Q21691,Yan Chang Yuan,,No,No
Q21692,Mao Li Shi Jiu,,No,No
Q21693,Mōri Masanari,,No,No
Q21694,Mōri Hirosada,,No,No
Q21697,Dao Xie Zheng Yi,,No,No
Q2170,SHAKUNI EKADASHRATH,,No,No
Q21702,Zhi Tian Shan You Wei Men,,No,No
Q21705,Guan Cheng Ci,,No,No
Q21708,Qian Ye Shi Ci,,No,No
Q21709,A Ye Shi Xian,,No,No
Q2171,SVADHA Pitras,,No,No
Q21710,daughter of Yoshida Kaneji (wife of Ano Saneaki),,No,No
Q21711,daughter of Gao Li Takanaga (wife of Ano Sanefuji),,No,No
Q21712,A Ye Shi Zi,,No,No
Q21713,An Jing Yu Qian,,No,No
Q21714,An Jing Zhong Zhi,,No,No
Q21715,Qian Ye Chang Zhong,,No,No
Q21716,Qian Ye Chang Ji,,No,No
Q21717,Chuan Yue Yong Jing,,No,No
Q2172,@I9797@,,No,No
Q21720,Jin Teng Zhong Zhi,,No,No
Q21724,Oda Tōsada,,No,No
Q21725,Oda Tōmura,,No,No
Q21727,daughter of Asakura Noriyoshi (wife of Oda Hisanaga),,No,No
Q21728,Oda Tsunetō,,No,No
Q21729,Zhi Tian Min Zong,,No,No
Q2173,@I9799@,,No,No
Q21730,Mu Chang Yi,,No,No
Q21731,Yuan Shan Jing Ren,,No,No
Q21732,Zhi Tian Xin An,,No,No
Q21734,daughter of Iio Naokiyo (wife of Hasegawa Shuichi),,No,No
Q21735,Dan Yu Chang Zheng,,No,No
Q21736,Takayoshi Tōdō,,No,No
Q21738,Feng Wu Zhi Zheng,,No,No
Q21739,Niwa Choji (a hatamoto),,No,No
Q2174,Son-Husband of Velvex,,No,No
Q21740,Jue Guang Yuan,,No,No
Q21741,Ji Lin Yuan,,No,No
Q21742,Ōtawara Norikiyo,,No,No
Q21743,Ōtawara Masakiyo,,No,No
Q21744,Chai Tian Sheng Zhong,,No,No
Q21745,Tōdō Takanori,,No,No
Q21747,daughter of Shimoma Yoriryu (Wife of Hioki Tadatoshi),,No,No
Q21748,Daughter of Shimoma Raitatsu (wife of Takebe Mitsushige),,No,No
Q21749,Daughter of Shimoma Raitatsu (wife of Tokunaga Masashige),,No,No
Q21750,Daughter of Shimoma Raitatsu (wife of Niwa Yukimoto),,No,No
Q21756,Chai Tian Yi Xuan,,No,No
Q21758,Dong Yuan Ji Jiao,,No,No
Q21759,Daughter of Sono Motonori (wife of Yanagiwara Shigemitsu),,No,No
Q2176,AHAMYĀTI Samyāti,,No,No
Q21760,Shan Nei Yu Ji,,No,No
Q21761,Kyōgoku Takamochi,,No,No
Q21762,Jing Ji Ju Ji,,No,No
Q21763,Kyōgoku Takamichi,,No,No
Q21764,Sō Yoshizane,,No,No
Q21765,Jin Chu Chuan Gong Gui,,No,No
Q21766,Jin Chu Chuan Yi Ji,,No,No
Q21767,Feng Wu Qian Ru,,No,No
Q21768,Jin Chuan Yi Dong,,No,No
Q21769,Hōjuin Yūshinni,,No,No
Q2177,BALAKASHVA JAHNU,,No,No
Q21770,Xin Yue Nu Wang,,No,No
Q21771,Zui Shang Yi Jun,,No,No
Q21772,Sōma Moritane,,No,No
Q21774,Sang Zhe Jing Chang,,No,No
Q21775,Sang Zhe Zheng Chang,,No,No
Q21777,San Ze Yu Chang,,No,No
Q21778,Yi Da Cun Lun,,No,No
Q21780,Yi Da Cun Nian,,No,No
Q21781,Tian Cun Cun Xian,,No,No
Q21782,Xiang Ru Yuan,,No,No
Q21783,Daughter of Misawa Munenao (wife of Date Muraki),,No,No
Q21786,Choshoin (wife of Date Yoshimura),,No,No
Q21787,Gang Cun Yu Long Nofang,,No,No
Q21788,Gao Qiao Lun,,No,No
Q21789,Tian Cun Cun Long,,No,No
Q2179,Ekadashrath DASHRATH,,No,No
Q21791,Yi Da He Ji,,No,No
Q21792,Yi Da Fu Ji,,No,No
Q21793,Daughter of Koori Socho (wife of Ishimota Kageyori),,No,No
Q21794,Gekkoin (wife of Watari Motonori),,No,No
Q21795,Yi Da Zong Shi,,No,No
Q2180,Son-Husband of Aculeata,,No,No
Q21800,Xi Chuan Xing Long,,No,No
Q21801,Kōri Muneyasu,,No,No
Q14267,Tōin Sanenatsu,,No,No
Q14268,Tōin Kinsada,,No,No
Q14269,daughter of Ichijō Uchizane (wife of Takatsukasa Fuyunori),,No,No
Q1427,K,,No,No
Q14270,Ōgimachi Moriko,,No,No
Q14271,Ōgimachi Jitsuko,,No,No
Q14272,Lady Ichijō (fourth daughter of Masagimachi Saneaki),,No,No
Q14273,Hou Fu Jian Yuan Dui Yu Fang,,No,No
Q14274,Xuan Guang Men Yuan Lang Yu Fang,,No,No
Q21807,Chō Mototsura,,No,No
Q21808,Dong Yuan Ji Liang,,No,No
Q21809,Daughter of Higashizono Motokata (wife of Kyogoku Takazumi),,No,No
Q21810,Daughter of Higashizono Motokata (wife of Prince Shirakawa Masamitsu),,No,No
Q21811,Xie Chuan Ji Chun,,No,No
Q21813,Bo Duo Ji Wei,,No,No
Q21814,Liu Yuan Zi Xing,,No,No
Q21817,Ri Ye Guang Mao,,No,No
Q2182,SAMYĀTI Bahugava,,No,No
Q21820,Bao Guang Yuan  (qian Tian Li Dao Nozheng Shi ),,No,No
Q21821,Qian Tian Xing  (teng Tang Gao Ya Nozheng Shi ),,No,No
Q21824,Nan Bu Guang Xin,,No,No
Q21825,Yi Shi Zhen Fang,,No,No
Q21826,Yi Shi Zhen Zhu,,No,No
Q21827,Tu Yu Men You Xiu,,No,No
Q21828,Kajūji Noritoyo,,No,No
Q21829,Daughter of Kanshūji Mitsutoyo (wife of Kanshūji Tsunehiro),,No,No
Q21830,Daughter of Matsukura Shigemasa (wife of Boshiro Toshimasa),,No,No
Q21831,Kajūji Tsunehiro,,No,No
Q21833,Gan Lu Si Shi Chang,,No,No
Q21834,Gan Lu Si Si Chang,,No,No
Q21835,Qiao Ben Shi Cun,,No,No
Q21836,Mo Li Xiao Lu Chun Fang,,No,No
Q21837,Li Sip Ji Sheng,,No,No
Q21838,Li Sip Ji Sheng,,No,No
Q21839,Daughter of Mōri Naritake (wife of Hamuro Yoritaka),,No,No
Q2184,BRIHATKSHATRA BRIHADBAL,,No,No
Q21840,Xie Shi Lai Zhong,,No,No
Q21841,Qiao Ben Shi Song,,No,No
Q21842,Si Bo Yi Kang,,No,No
Q21843,Jin Chuan Jin Li,,No,No
Q21845,Jin Chuan Jin Zhi,,No,No
Q21847,Miyanoshō Tsunetomo,,No,No
Q2185,Son-Husband of Serenia,,No,No
Q21850,Tian You Yong Shou,,No,No
Q21851,Haruki no Ōkata,,No,No
Q21852,Daughter of Banrikōji Korefusa (wife of Prince Fushiminomiya Sadayasu),,No,No
Q21853,Sonchō-hosshinnō,,No,No
Q21854,He Tian Zheng Xiu,,No,No
Q21855,daughter of Gamō Hidetsuna (wife of Gamō Sadahide),,No,No
Q21858,Jishoin (concubine of Nanbu Nobunao),,No,No
Q21859,Senjuin (concubine of Nanbu Toshinao),,No,No
Q21860,Nan Bu Jia Zhi,,No,No
Q21863,Nan Bu Zhi Fang,,No,No
Q21864,Guan Sheng Ji,,No,No
Q21865,Guan Yi Li,,No,No
Q21866,Bei Cen Cai Qin,,No,No
Q21867,He Tian Wei Chang,,No,No
Q2187,Dashrath NAVRATH,,No,No
Q21871,daughter of Andō Shigenaga (wife of Niwa Mitsushige),,No,No
Q21877,An Teng Li Zi,,No,No
Q21879,Chi Tian Mei Hui Zi,,No,No
Q21880,Chi Tian Wei Zi,,No,No
Q21887,Song Ping Qin Jun,,No,No
Q21888,Xi Wei Ji Ci,,No,No
Q2189,BAHUGAVA Sudyu,,No,No
Q21890,Song Ping Yi Zhong,,No,No
Q21891,Jiu Jing Kang Zhong,,No,No
Q21892,Jiu Jing Zhong Shan,,No,No
Q21893,Jiu Jing Heng Cheng,,No,No
Q21894,daughter of Inagaki Shigetsuna (wife of Honda Tadaaki),,No,No
Q21895,Song Ping Sheng Zong,,No,No
Q21896,Nei Teng Zong Qing,,No,No
Q21897,Naitō Masanari,,No,No
Q21898,Naitō Tadamasa,,No,No
Q2190,Son-Husband of Celestia,,No,No
Q21902,Shui Ye He,,No,No
Q21904,You Ma Qing Chun,,No,No
Q21905,Yi Se Shi Sheng,,No,No
Q21906,Ban Cang Jiu,,No,No
Q21909,Zhi Jiang Jing Ming,,No,No
Q2191,BRIHADBAL TAKSHAKA,,No,No
Q21915,Qing Shou Yuan,,No,No
Q21916,daughter of Uemura Kasei (wife of Abe Nobuyuki),,No,No
Q21918,An Bu Xin Shi,,No,No
Q21919,Katō Noriaki,,No,No
Q21920,Seikakuin (wife of Matsushita Shigetsuna),,No,No
Q21921,Katō Akihide,,No,No
Q21923,Katō Akiharu,,No,No
Q21924,Naitō Yoshihide,,No,No
Q21925,Naitō Yoshitaka,,No,No
Q2193,Navrath RATHVAR,,No,No
Q21930,daughter of Matsuura Shigenobu (second wife of Matsudaira Norimasa),,No,No
Q21931,Ming Shi Zheng Feng,,No,No
Q21933,Pu Shang Cheng Zong,,No,No
Q21936,daughter of Saito Nagazane (wife of Tsukushi Hirokado),,No,No
Q21937,Zhu Zi Xin Men,,No,No
Q21938,Yofukuin (wife of Tachibana Naotsugu),,No,No
Q21940,Yi Da Zong Jing,,No,No
Q21941,Xiao Li Yuan He Liu,,No,No
Q21942,Xiao Li Yuan Yi Yu,,No,No
Q21943,Hei Tian Li,,No,No
Q21947,Ozeki Takamasu (Edo period),,No,No
Q2195,Son-Husband of Apiana,,No,No
Q2196,SUDYUmna Chārupada,,No,No
Q21960,Chang Jue Yuan,,No,No
Q21961,Jiu Jing Zhong Heng,,No,No
Q21962,Gang Bu Qin Gang,,No,No
Q21963,Tu Wu Zhen Gang,,No,No
Q21964,Gang Bu Yuan Xin Noniang,,No,No
Q21965,Gang Bu Zhen Yao,,No,No
Q21968,daughter of Okabe Yukitaka (wife of Arima Seishun),,No,No
Q21969,Daughter of Mori Naritake (wife of Okabe Takanari),,No,No
Q2197,TAKSHAKA PRASENJIT-1,,No,No
Q21970,Dankyō,,No,No
Q21972,Guo Dao Yu Wan,,No,No
Q21973,Guo Dao Zhi Yao,,No,No
Q21974,Duo Jiu Mao Chen,,No,No
Q21975,Duo Jiu Mao Ju,,No,No
Q21976,Jian Zao Mao Jing,,No,No
Q21978,Shen Dai Yi Shi Man,,No,No
Q21979,Shen Dai Yu Cheng,,No,No
Q21981,Ao Ping Yi Zheng,,No,No
Q21982,Ao Ping Zhen Ci,,No,No
Q21984,Chang Ban Xin Zhai,,No,No
Q21988,Houn-in (concubine of Yamauchi Toyomasa),,No,No
Q21989,Shan Nei Duo Dai,,No,No
Q2199,Rathvar BHIMRATH,,No,No
Q21992,Katō Yasutsune,,No,No
Q21993,Zi Xiao Lu An Ji,,No,No
Q21996,Nei Teng Yuan Chang,,No,No
Q21997,Tōyama Masasuke,,No,No
Q21998,Daughter of Naito Tadaoki (wife of Hijikata Yuji),,No,No
Q21999,Daughter of Naito Tadaoki (wife of Hondou Shinei),,No,No
Q22000,Naitō Masachika,,No,No
Q22001,Pu Sheng Xiang Xi,,No,No
Q22002,Tu Fang Xiong Zhong,,No,No
Q22004,Ping Gang Lai Zi,,No,No
Q22006,Eikyu-in (wife of Abe Masazane),,No,No
Q22007,Tokusō-in (Wife of Abe Masaoki),,No,No
Q22008,Daughter of Abe Masazane (wife of Toda Mitsukuni),,No,No
Q2201,CHĀRUPADA Manusyu,,No,No
Q22010,Jiu Jing Zhong Xiong,,No,No
Q14275,Da Na Yan Ju  (hou Ti Hu Tian Huang Nohou Gong ),,No,No
Q14276,Dui Yu Fang  (guang Yan Tian Huang Nohou Gong ),,No,No
Q14277,Bei Tiao Zhong Zi,,No,No
Q14278,Zheng Qin Ting Zhong Ji,,No,No
Q14279,Zheng Qin Ting Shi Wen,,No,No
Q1428,M9,,No,No
Q14280,Kianmon-in no Ichijō,,No,No
Q14281,Song Dian Dong Fu,,No,No
Q14282,Ping Ye Guang Noniang  (ji Tian Jing Jun Noqi ),,No,No
Q14283,Hōjō Sadasuke,,No,No
Q22013,Daughter of Akiyama Torashige (wife of Akiyama Masaaki),,No,No
Q22014,Chai Tian Sheng Quan,,No,No
Q22015,Xi Xiang Zhong Yuan,,No,No
Q22016,Saigō Yasukazu,,No,No
Q22017,Saigō Masakazu,,No,No
Q22018,Jin Teng Zhong Ji,,No,No
Q2202,Son-Husband of Honeydew,,No,No
Q22020,Jiang Hu Tong Ya,,No,No
Q22023,Ban Cang Qing,,No,No
Q22024,Ryusen-in (11th daughter of Itakura Shigemune),,No,No
Q22027,Shan Kou Xiu Jing,,No,No
Q22029,Sō Yoshitoshi,,No,No
Q2203,PRASENJIT-1,,No,No
Q22030,Ri Ye Fu,,No,No
Q22033,Daughter of Honda Yasuyoshi (wife of Honda Yasufumi),,No,No
Q22036,Sakaki Yuan Jiu Zheng,,No,No
Q22037,Sakaki Yuan Jiu Jin,,No,No
Q22038,Sakaki Yuan Jiu Tong,,No,No
Q22039,Jian Zhao Ding Ji,,No,No
Q22040,Jian Zhao Ding Shi,,No,No
Q22041,Jian Zhao Ding Xian,,No,No
Q22042,Hōjō Ujisada,,No,No
Q22043,Mu Cun Ding Zhong,,No,No
Q22044,Xiao Yuan Zhong Zhi,,No,No
Q22047,Ōkuni Saneyori,,No,No
Q22049,Pin Chuan Gao Ru,,No,No
Q2205,Bhimrath VIKRUTI,,No,No
Q22050,Xi Xiang Yan Yuan,,No,No
Q22051,Itō Nagaharu,,No,No
Q22053,Shi Chuan Cheng Gang,,No,No
Q22055,Shi Chuan Kang Ci,,No,No
Q22056,Sheng Ju Jia Guang,,No,No
Q22057,Sheng Ju Shan Chang,,No,No
Q22059,Ping Nei Jia Ding,,No,No
Q22062,Ogasawara Nagataka (Shinano Ogasawara clan),,No,No
Q22065,Jikoin (wife of Hasegawa Iemasa),,No,No
Q22066,A Xi Ji,,No,No
Q22067,Xiao Li Yuan Man,,No,No
Q2207,Manasyu Pravīra,,No,No
Q22074,Dōkyō Etan,,No,No
Q22076,Daughter of Inagaki Shigetsuna (wife of Sanada Nobumasa),,No,No
Q22079,Daughter of Sanada Nobumasa (wife of Toyama Masaaki),,No,No
Q2208,Son-Husband of Flora,,No,No
Q22080,Daughter of Sanada Nobumasa (second wife of Koide Arishige),,No,No
Q22081,Daughter of Sanada Nobumasa (wife of Toki Yorinaga),,No,No
Q22082,Kōriki Tadafusa,,No,No
Q22084,Inoue Masatō,,No,No
Q22089,daughter of Yasutomi Tokuen (wife of Arima Yoshisada),,No,No
Q2209,Vishwabahu VISHRUTWAN,,No,No
Q22091,Dona*rushia,,No,No
Q22101,De Chuan Fang Ji,,No,No
Q22102,Dao Tian Ran Pu,,No,No
Q22103,Zhong Shan Ba Zhong Qi,,No,No
Q22104,De Chuan Gui Ji,,No,No
Q22105,De Chuan Bao Ji,,No,No
Q22106,Ting Zi Bu,,No,No
Q22107,Nijō Narinobu,,No,No
Q22108,Nijō Nariyuki,,No,No
Q22109,Nijō Hiroko,,No,No
Q2211,Vikruti JIMUT,,No,No
Q22112,,,No,No
Q22115,Ōkubo Tadanori,,No,No
Q22117,Kyōsho,,No,No
Q22123,Tatsugorō Shinmon,,No,No
Q22124,Chi Tian Heng Zi,,No,No
Q22125,De Chuan Gan Zi,,No,No
Q22128,Xi Xiang Jing Zi,,No,No
Q22129,Chi Tian Qian Zi,,No,No
Q2213,PRAVĪRA,,No,No
Q22130,Chi Tian Wen Zi,,No,No
Q22131,Huang Wei Bo Zheng,,No,No
Q22134,Hironobu Kachō,,No,No
Q22139,,,No,No
Q2214,Son-Husband of Parasita,,No,No
Q22140,Sakaki Yuan Xi Zuo Zi,,No,No
Q22152,Chi Tian Wu Zi,,No,No
Q22154,Chi Tian Zheng Guang,,No,No
Q2216,Jimut VYOM,,No,No
Q22164,Ting Tian Zhong Ju,,No,No
Q22165,Xie Shi Lai Xuan,,No,No
Q22166,Tokiyoshi Nishinotōin,,No,No
Q22167,daughter of Kuzuoka Genchu (wife of Nishinotoin Tokiyoshi),,No,No
Q22170,Jin Wei Gang Ji,,No,No
Q22171,daughter of Takakura Eisuke (wife of Minase Ujinari),,No,No
Q22172,Qi Tiao Long Xiu,,No,No
Q22173,daughter of Minase Ujinari (wife of Kanroji Tsugunaga),,No,No
Q22174,Sen Da Ji,,No,No
Q22175,Yi Shi Zhen Dun,,No,No
Q22176,daughter of Matsudaira Noriyoshi (wife of Masuyama Masatoshi),,No,No
Q2218,PURU Yayati,,No,No
Q22182,Liu Jiao Guang An,,No,No
Q22183,Daughter of Hotta Masamoto (wife of Shirasu Masayasu),,No,No
Q22184,Qing Xian Si Xi Ding,,No,No
Q22185,Mo Li Xiao Lu Shang Fang,,No,No
Q22186,Daughter of Seikanji Hisafusa (wife of Kanshuji Yintaka),,No,No
Q22189,A Bu Zheng Qing,,No,No
Q22190,A Bu Zheng Fu,,No,No
Q22191,Qian Tian Ying,,No,No
Q22193,Daughter of Karasuma Mitsuyasu (wife of Hirohashi Kunimitsu),,No,No
Q22194,Daughter of Karasuma Mitsuyasu (wife of Masayoshimachi Suehide),,No,No
Q14284,Ji Tian Guo Fang,,No,No
Q14285,Zhong Yu Men Jing Xuan,,No,No
Q14286,Zhong Yu Men Jing Ji,,No,No
Q14287,Zhong Yu Men Jing Jian,,No,No
Q14289,Fujifusa Madenokōji,,No,No
Q1429,M12'G,,No,No
Q14290,Suefusa Madenokōji,,No,No
Q14291,Chun Ri Ju  (fu Jian Tian Huang Nogong Ren ),,No,No
Q14292,Mu Zao Xian Jun,,No,No
Q14293,Bei Cen Xian Tai,,No,No
Q22195,Daughter of Karasuma Mitsuyasu (wife of Gojo Tametomo),,No,No
Q22196,daughter of Karasuma Mitsuyasu (wife of Hirohashi Kanekatsu),,No,No
Q22197,daughter of Murakami Yorikatsu (wife of Toda Naiki later wife of Oda Tadatsune),,No,No
Q22198,daughter of Seikanji Kyobo (wife of Karasuma Sukeyoshi),,No,No
Q22199,Wu Wan Guang Xiong,,No,No
Q2220,Son-Husband of Proctotra,,No,No
Q22200,daughter of Karasuma Sukeyoshi (wife of Shichijo Takatoyo),,No,No
Q22201,daughter of Inaba Kagemichi (Wife of Uramatsu Sukekiyo),,No,No
Q22202,Li Song Yi Guang,,No,No
Q22209,Zhu Wu Guang Chang,,No,No
Q2221,Vyom DASHAI,,No,No
Q22210,Ri Ye Xi Zong Sheng,,No,No
Q22211,Xi Da Lu Long Xiang,,No,No
Q22212,Ri Ye Xi Guang Shi,,No,No
Q22213,Zheng Qin Ting Ji Kang,,No,No
Q22214,Daughter of Sanjonishi Kinkatsu (Wife of Hirohashi Suimitsu),,No,No
Q22215,Guang Qiao Jian Mao,,No,No
Q22216,Guang Qiao Sui Shang,,No,No
Q22217,Guang Qiao Zhen Guang,,No,No
Q22218,Xi Da Lu Long Ping,,No,No
Q22221,Adopted daughter of Naito Tadaoki (Wife of Suwa Tadaharu),,No,No
Q22223,Zou Fang Yu Rong,,No,No
Q22228,Sen Chang Ji,,No,No
Q2223,Son-Husband of Pollenia,,No,No
Q22231,Daughter of Mori Nagatsugu (Wife of Torii Tadanori),,No,No
Q22232,Sen Jian,,No,No
Q22233,Daughter of Mori Nagatsugu (Wife of Matsudaira Yasuo),,No,No
Q22235,Nan Bo Zong Sheng,,No,No
Q22236,Ping Song Shi Liang,,No,No
Q22237,Ping Song Shi Guang,,No,No
Q22238,Ping Song Shi Fang,,No,No
Q22239,Full-time (Monk),,No,No
Q22241,Song Ping You,,No,No
Q22243,Meikyoin (wife of Satake Yoshimichi),,No,No
Q22244,Sōma Noritane,,No,No
Q22247,Naitō Okimori,,No,No
Q22248,Mōri Motokata,,No,No
Q2225,Dashai NIVRUTTI,,No,No
Q22250,Er Yu Yuan Ci,,No,No
Q22253,Naitō Nobumitsu,,No,No
Q22254,Mao Li Jiu Quan,,No,No
Q22257,Fei Niao Jing Ya Xiang,,No,No
Q22258,Xiao Cang Yi Ji,,No,No
Q22259,Kujō Yukinori,,No,No
Q22260,Kujō Tanemoto,,No,No
Q22261,Nijō Munemoto,,No,No
Q22263,Jia Teng Bai Zhu,,No,No
Q22269,Xi Chuan De Shi,,No,No
Q22270,Sakaki Yuan Gui Ji,,No,No
Q22272,Ōkubo Tadahiro,,No,No
Q22273,Ōkubo Yukitada,,No,No
Q22274,Kira Saburō,,No,No
Q22275,Ji Liang A Jiu Li Ji,,No,No
Q22277,De Chuan Yi Ji,,No,No
Q22278,De Chuan Cheng Ji,,No,No
Q2228,Nivrutti DHASHTI,,No,No
Q22281,,,No,No
Q22285,Chi Tian Ben Zi,,No,No
Q22287,Shozenin (concubine of Date Munemura),,No,No
Q22289,Yi Da Kai Ji,,No,No
Q22290,Song Ping Lu Ji,,No,No
Q22291,Murakami clan (concubine of Ikeda Shigehiro),,No,No
Q22296,Chi Tian Si Zi,,No,No
Q2230,Son-Husband of Nectarine,,No,No
Q22301,Song Ping Zhong Ya Noniang  (song Ping Wu Yuan Nozheng Shi ),,No,No
Q22302,Song Ping Zhong Ya Noniang  (zhen Tian Xing Quan Nozheng Shi ),,No,No
Q22303,Kosoin (wife of Mori Masanae),,No,No
Q22307,Chi Tian Ding De,,No,No
Q22308,Shishido Motoie (the legitimate son of Shishido Motogen),,No,No
Q22309,"Shan Nei Zhi Tong Noniang  (rou Hu Yuan Jia Noqi , Ma Lai Cheng Gang Noqi )",,No,No
Q2231,"Prasusruta, King of Kosala",,No,No
Q22311,Ling Mu Da Fang,,No,No
Q22312,Naitō Motoyoshi,,No,No
Q22315,Zuo Shi Yuan Jia Noniang  (rou Hu Yuan Zhen Noqi ),,No,No
Q22316,Musa (the wet nurse of Tokugawa Yorifusa),,No,No
Q22317,San Mu Zhi Ci Noniang  (zi Ye Jing Ji Ji Noqi ),,No,No
Q22318,daughter of Miki Yukitsugu (wife of Ito Tomoharu),,No,No
Q22319,daughter of Horikawa Yasutane (wife of Higuchi Nobuyasu),,No,No
Q2232,DHASHTI KUNTI,,No,No
Q22320,Tong Kou Kang Sheng,,No,No
Q22321,Tong Kou Kang Zi,,No,No
Q22322,Tong Kou Kang Xi,,No,No
Q22329,daughter of Honda Yasuyoshi (wife of Soma Takatane),,No,No
Q22332,An Ye Min,,No,No
Q22335,Da Jiu Bao Lai Yu,,No,No
Q22336,Song Ping Ju,,No,No
Q22338,Sō Yoshinaga,,No,No
Q22346,Yun Jing Yuan,,No,No
Q22347,Seikoin (wife of Mori Hirotoyo),,No,No
Q22348,Mōri Nariyoshi,,No,No
Q22349,Mōri Hironori,,No,No
Q2235,Kunti KRAY,,No,No
Q22352,Mao Li Mei Dai Zi,,No,No
Q22353,Mao Li Jiu Mi Zi,,No,No
Q22354,Mao Li Yao Zi,,No,No
Q22356,Di Mu Zheng Xing,,No,No
Q22362,daughter of Honda Tadamichi (wife of Honda Tadahide later wife of Yoshida Yoshinobu),,No,No
Q22363,Princess Kame (wife of Hosokawa Toshishige),,No,No
Q22365,Seiryoin (wife of Hosokawa Aritaka),,No,No
Q22366,Adopted daughter of Hosokawa Tsunatoshi (wife of Kuga Koremichi),,No,No
Q22368,Daughter of Okudaira Masaaki (wife of Akimoto Takafusa),,No,No
Q22369,Guo Dao Ren Wang,,No,No
Q2237,SHĪGRĀŚVA of Kosala,,No,No
Q22370,Guo Dao Zhi Neng,,No,No
Q22371,Xing Xiang Yuan,,No,No
Q22372,Guo Dao Yu Qian Bai,,No,No
Q22374,Ceng Xiong,,No,No
Q22375,Da Jiu Bao Zhong Cheng,,No,No
Q22376,Daughter of Horio Yoshiharu (wife of Ishikawa Tadatsugu),,No,No
Q22377,Qian Tian Xuan Yi Noniang  (shi Chuan Zhong Zong Noji Shi ),,No,No
Q2238,Kray VIDARBH,,No,No
Q22382,Ōkubo Norikatsu,,No,No
Q22385,Huang Wei Song Jiu,,No,No
Q22388,Song Yong Jiu Xiu Nochang Nu  (yi Shi Zhen Liang Noqi ),,No,No
Q22391,A Gu Yu Ju,,No,No
Q22392,Chi Tian You Zhen,,No,No
Q22394,Chi Tian Qian Zi,,No,No
Q22396,Chi Tian Xia Zi,,No,No
Q14297,Bei Cen Qin Fang Noniang  (hu Liang Qin Wang Nozheng Shi ),,No,No
Q14298,Tōin Kinyasu,,No,No
Q14299,Kuniyoshi-shinnō,,No,No
Q1430,M29'Q,,No,No
Q14300,Okiyoshishinnō,,No,No
Q14303,Shōen-hosshinnō,,No,No
Q22398,Seijuin (second wife of Iki Tadatsugu),,No,No
Q22399,Yi Mu Zhong Fan,,No,No
Q22400,Xie Ban An Xin Noniang,,No,No
Q22401,Asahina clan (wife of Ikeda Naganobu),,No,No
Q22405,Sen Si Zhong Sheng,,No,No
Q22406,Jiu Liu Dao Tong Chun,,No,No
Q22407,Naitō Tadashige,,No,No
Q2241,"Agnivarna, King of Kosala",,No,No
Q22410,Ri Ye Zi Sheng,,No,No
Q22411,Ri Ye Zi Mao,,No,No
Q22413,Li Gang You Shang,,No,No
Q22414,Li Gang Hong Chang,,No,No
Q22415,Ri Ye Hui Guang,,No,No
Q22416,Jia Teng Tai Yi Noniang  (chi Tian Chang Jiu Nozheng Shi ),,No,No
Q22417,Ikeda Nagataka (Katagiri Ikeda family),,No,No
Q22419,Gao Shan Zhong Li,,No,No
Q2242,VIDARBH JAYAMADH,,No,No
Q22420,Zhong Chuan Qing Cun,,No,No
Q22424,Zuo Jiu Jian Sheng Zhi Noniang  (qiu Yue Zhong Chun Nozheng Shi ),,No,No
Q22425,Qing Zhang Yuan  (li Hua Zhong Ci Nozheng Shi ),,No,No
Q22426,Zuo Jiu Jian Sheng Zhi Noniang  (shan Kou Zhong Heng Noqi ),,No,No
Q22427,Zuo Jiu Jian Sheng Zhi Noniang  (gang Tian Shan Zheng Nozheng Shi ),,No,No
Q22428,Zuo Jiu Jian Sheng Zhi Noniang  (chai Tian Sheng Zhong Noji Shi ),,No,No
Q22429,Ri Zhi Jin Zi,,No,No
Q22430,Chi Tian Tai Yin,,No,No
Q22431,Ri Zhi Zhong Ming,,No,No
Q22434,Tōdō Takayoshi (Tōdō Takumi family),,No,No
Q22435,Daughter of Nishinotoin Tokiyoshi (wife of Anenokoji Kinkage),,No,No
Q22436,Zi Xiao Lu Shi Dao,,No,No
Q22437,Feng Zao Shi Zhong,,No,No
Q22438,Shan Ben Shi Fu,,No,No
Q22439,Da Gong Shi Sheng,,No,No
Q22447,Song Yun Yuan (wife of Takahashi Shōun),,No,No
Q2245,SUDARSHAN DHRUVASANDHI,,No,No
Q22452,Li Hua Mao Gao,,No,No
Q22454,Daughter of Tōdō Tadataka (wife of Tōdō Torataka),,No,No
Q22455,Daughter of Miyazaki Ichirōzaemon (concubine of Tōdō Torataka),,No,No
Q22456,Daughter of Todo Torataka (wife of Suzuki Yaemon),,No,No
Q22458,Tōdō Takakiyo,,No,No
Q22459,Daughter of Todo Torataka (wife of Todo Takatsune),,No,No
Q2246,Jayamadh PARAVRUSHTA,,No,No
Q22460,Daughter of Todo Torataka (wife of Todo Yoshitsune),,No,No
Q22461,Teng Tang Zheng Gao,,No,No
Q22462,Tōdō Takamichi,,No,No
Q22463,Teng Tang Gao Jian,,No,No
Q22464,Ōsawa Mototsune,,No,No
Q22465,Tōdō Takachika,,No,No
Q22466,Daughter of Todo Takatsugu (wife of Ando Shigeyuki),,No,No
